OA_2001_old,OA_2001,IN500Cent,OUT500Cent,IN750Cent,OUT750Cent,IN1000Cent,OUT1000Cent
00AZGT0035,E00016812,0,0,0,0,0,0
00AZGH0041,E00016340,0,0,0,0,0,0
00AZGH0042,E00016341,0,0,0,0,0,0
00AZGH0037,E00016336,0,0,0,0,0,0
00AZGH0035,E00016334,0,0,0,0,0,0
00AZGN0001,E00016542,0,0,0,0,0,0
00AZGT0009,E00016786,0,0,0,0,0,0
00AZGN0015,E00016556,0,0,0,0,0,0
00AZGH0036,E00016335,0,0,0,0,0,0
00AZGT0044,E00016821,0,0,0,0,0,0
00AZGN0014,E00016555,0,0,0,0,0,0
00AZGT0008,E00016785,0,0,0,0,0,0
00AZGT0007,E00016784,0,0,0,0,0,0
00AZGP0012,E00016595,0,0,0,0,0,0
00AZGT0045,E00016822,0,0,0,0,0,0
00BEGW0036,E00020410,0,0,0,0,0,0
00AZGM0024,E00016516,0,0,0,0,0,0
00AZGH0028,E00016327,0,0,0,0,0,0
00AZGM0021,E00016513,0,0,0,0,0,0
00AZGT0047,E00016824,0,0,0,0,0,0
00AZGH0031,E00016330,0,0,0,0,0,0
00BEGQ0002,E00020177,0,0,0,0,0,0
00AZGN0012,E00016553,0,0,0,0,0,0
00AZGN0010,E00016551,0,0,0,0,0,0
00AZGN0008,E00016549,0,0,0,0,0,0
00AZGH0029,E00016328,0,0,0,0,0,0
00AZGN0011,E00016552,0,0,0,0,0,0
00AZGN0013,E00016554,0,0,0,0,0,0
00BEGW0004,E00020378,0,0,0,0,0,0
00AZGN0006,E00016547,0,0,0,0,0,0
00BEGR0031,E00020240,0,0,0,0,0,0
00AZGM0023,E00016515,0,0,0,0,0,0
00AZGN0005,E00016546,0,0,0,0,0,0
00AZGN0007,E00016548,0,0,0,0,0,0
00AZGN0009,E00016550,0,0,0,0,0,0
00AZGN0042,E00016583,0,0,0,0,0,0
00BEGW0038,E00020412,0,0,0,0,0,0
00BEGW0035,E00020409,0,0,0,0,0,0
00BEGH0016,E00019901,0,0,0,0,0,0
00BEGH0015,E00019900,0,0,0,0,0,0
00BEGH0017,E00019902,0,0,0,0,0,0
00BEGH0019,E00019904,0,0,0,0,0,0
00BEGR0032,E00020241,0,0,0,0,0,0
00BEGR0008,E00020217,0,0,0,0,0,0
00BEGR0034,E00020243,0,0,0,0,0,0
00BEGC0019,E00019703,0,0,0,0,0,0
00BEGC0003,E00019687,0,0,0,0,0,0
00BEGW0018,E00020392,0,0,0,0,0,0
00BEGC0011,E00019695,0,0,0,0,0,0
00BEGW0034,E00020408,0,0,0,0,0,0
00BEGY0009,E00020464,0,0,0,0,0,0
00BEGC0034,E00019718,0,0,0,0,0,0
00BEGD0007,E00019728,0,0,0,0,0,0
00BEGD0037,E00019758,0,0,0,0,0,0
00BEGD0043,E00019764,0,0,0,0,0,0
00BEGW0029,E00020403,0,0,0,0,0,0
00BEGC0010,E00019694,0,0,0,0,0,0
00BEGC0027,E00019711,0,0,0,0,0,0
00BEGY0015,E00020470,0,0,0,0,0,0
00BEGW0017,E00020391,0,0,0,0,0,0
00BEGW0025,E00020399,0,0,0,0,0,0
00BEGD0015,E00019736,0,0,0,0,0,0
00BEGD0042,E00019763,0,0,0,0,0,0
00BEGW0020,E00020394,0,0,0,0,0,0
00BEGW0021,E00020395,0,0,0,0,0,0
00BEGW0033,E00020407,0,0,0,0,0,0
00BEGW0014,E00020388,0,0,0,0,0,0
00BEGW0030,E00020404,0,0,0,0,0,0
00BEGW0019,E00020393,0,0,0,0,0,0
00BEGW0016,E00020390,0,0,0,0,0,0
00BGFY0042,E00021259,0,0,0,0,0,0
00BEGW0028,E00020402,0,0,0,0,0,0
00BEGP0007,E00020146,0,0,0,0,0,0
00BEGW0011,E00020385,0,0,0,0,0,0
00BEGW0012,E00020386,0,0,0,0,0,0
00BGFY0012,E00021229,0,0,0,0,0,0
00BEGW0015,E00020389,0,0,0,0,0,0
00BEGC0018,E00019702,0,0,0,0,0,0
00BEGW0005,E00020379,0,0,0,0,0,0
00BEGW0007,E00020381,0,0,0,0,0,0
00BEGW0003,E00020377,0,0,0,0,0,0
00BEGP0036,E00020175,0,0,0,0,0,0
00BEGC0025,E00019709,0,0,0,0,0,0
00BEGC0015,E00019699,0,0,0,0,0,0
00BEGC0005,E00019689,0,0,0,0,0,0
00BEGW0013,E00020387,0,0,0,0,0,0
00BEGC0004,E00019688,0,0,0,0,0,0
00BEGC0020,E00019704,0,0,0,0,0,0
00BEGW0008,E00020382,0,0,0,0,0,0
00BEGY0003,E00020458,0,0,0,0,0,0
00BEGW0010,E00020384,0,0,0,0,0,0
00BEGY0036,E00020491,0,0,0,0,0,0
00ALHB0037,E00008314,0,0,0,0,0,0
00BEGY0040,E00020495,0,0,0,0,0,0
00BEGY0039,E00020494,0,0,0,0,0,0
00BEGY0028,E00020483,0,0,0,0,0,0
00BEGY0030,E00020485,0,0,0,0,0,0
00BEGY0041,E00020496,0,0,0,0,0,0
00BEGC0017,E00019701,0,0,0,0,0,0
00BEGY0026,E00020481,0,0,0,0,0,0
00BEGC0036,E00019720,0,0,0,0,0,0
00BEGY0006,E00020461,0,0,0,0,0,0
00BEGR0030,E00020239,0,0,0,0,0,0
00BEGY0014,E00020469,0,0,0,0,0,0
00BEGY0017,E00020472,0,0,0,0,0,0
00BEGY0013,E00020468,0,0,0,0,0,0
00BEGY0016,E00020471,0,0,0,0,0,0
00AMGQ0016,E00009060,0,0,0,0,0,0
00BEGY0011,E00020466,0,0,0,0,0,0
00BEGY0042,E00020497,0,0,0,0,0,0
00BEGC0012,E00019696,0,0,0,0,0,0
00BEGY0010,E00020465,0,0,0,0,0,0
00BEGR0001,E00020210,0,0,0,0,0,0
00BEGP0009,E00020148,0,0,0,0,0,0
00BBGB0035,E00017637,0,0,0,0,0,0
00BEGR0025,E00020234,0,0,0,0,0,0
00BEGR0027,E00020236,0,0,0,0,0,0
00BEGR0033,E00020242,0,0,0,0,0,0
00BEGY0033,E00020488,0,0,0,0,0,0
00BEGY0012,E00020467,0,0,0,0,0,0
00BGGH0011,E00021568,0,0,0,0,0,0
00BEGC0013,E00019697,0,0,0,0,0,0
00BEGY0038,E00020493,0,0,0,0,0,0
00BEGR0028,E00020237,0,0,0,0,0,0
00BEGY0005,E00020460,0,0,0,0,0,0
00BEGY0002,E00020457,0,0,0,0,0,0
00BEGY0029,E00020484,0,0,0,0,0,0
00BEGY0031,E00020486,0,0,0,0,0,0
00BEGY0027,E00020482,0,0,0,0,0,0
00BEGY0025,E00020480,0,0,0,0,0,0
00BEGP0028,E00020167,0,0,0,0,0,0
00BEGY0032,E00020487,0,0,0,0,0,0
00BEGY0007,E00020462,0,0,0,0,0,0
00BEGP0033,E00020172,0,0,0,0,0,0
00BEGY0008,E00020463,0,0,0,0,0,0
00BEGP0031,E00020170,0,0,0,0,0,0
00BEGP0026,E00020165,0,0,0,0,0,0
00BEGP0029,E00020168,0,0,0,0,0,0
00BEGP0006,E00020145,0,0,0,0,0,0
00BEGP0027,E00020166,0,0,0,0,0,0
00BEGY0037,E00020492,0,0,0,0,0,0
00BEGC0016,E00019700,0,0,0,0,0,0
00BEGC0001,E00019685,0,0,0,0,0,0
00BBGD0033,E00017713,0,0,0,0,0,0
00AZGR0009,E00016683,0,0,0,0,0,0
00BEGC0007,E00019691,0,0,0,0,0,0
00BEGC0008,E00019692,0,0,0,0,0,0
00BEGC0031,E00019715,0,0,0,0,0,0
00BEGC0037,E00019721,0,0,0,0,0,0
00BEGC0032,E00019716,0,0,0,0,0,0
00BEGC0006,E00019690,0,0,0,0,0,0
00BEGQ0027,E00020202,0,0,0,0,0,0
00BEGC0002,E00019686,0,0,0,0,0,0
00BEGY0020,E00020475,0,0,0,0,0,0
00BEGQ0020,E00020195,0,0,0,0,0,0
00BEGQ0024,E00020199,0,0,0,0,0,0
00BEGY0018,E00020473,0,0,0,0,0,0
00BGFY0026,E00021243,0,0,0,0,0,0
00BEGY0022,E00020477,0,0,0,0,0,0
00BEGQ0023,E00020198,0,0,0,0,0,0
00BEGQ0017,E00020192,0,0,0,0,0,0
00BEGQ0031,E00020206,0,0,0,0,0,0
00BEGY0023,E00020478,0,0,0,0,0,0
00BEGQ0028,E00020203,0,0,0,0,0,0
00BEGC0022,E00019706,0,0,0,0,0,0
00BEGC0024,E00019708,0,0,0,0,0,0
00BEGQ0009,E00020184,0,0,0,0,0,0
00BEGQ0033,E00020208,0,0,0,0,0,0
00BEGC0021,E00019705,0,0,0,0,0,0
00BEGQ0030,E00020205,0,0,0,0,0,0
00BEGQ0014,E00020189,0,0,0,0,0,0
00BEGD0009,E00019730,0,0,0,0,0,0
00BEGC0023,E00019707,0,0,0,0,0,0
00BEGQ0012,E00020187,0,0,0,0,0,0
00BEGQ0006,E00020181,0,0,0,0,0,0
00BEGP0024,E00020163,0,0,0,0,0,0
00BEGQ0005,E00020180,0,0,0,0,0,0
00BEGQ0007,E00020182,0,0,0,0,0,0
00BEGQ0032,E00020207,0,0,0,0,0,0
00BEGY0019,E00020474,0,0,0,0,0,0
00BEGM0015,E00020067,0,0,0,0,0,0
00BEGM0004,E00020056,0,0,0,0,0,0
00BEGM0019,E00020071,0,0,0,0,0,0
00BEGQ0016,E00020191,0,0,0,0,0,0
00BEGQ0013,E00020188,0,0,0,0,0,0
00BEGQ0029,E00020204,0,0,0,0,0,0
00BEGQ0025,E00020200,0,0,0,0,0,0
00BEGY0021,E00020476,0,0,0,0,0,0
00BEGQ0026,E00020201,0,0,0,0,0,0
00BEGY0001,E00020456,0,0,0,0,0,0
00BEGQ0015,E00020190,0,0,0,0,0,0
00BEGQ0008,E00020183,0,0,0,0,0,0
00BEGM0034,E00020086,0,0,0,0,0,0
00BEGM0031,E00020083,0,0,0,0,0,0
00BEGQ0019,E00020194,0,0,0,0,0,0
00BEGQ0001,E00020176,0,0,0,0,0,0
00BEGK0015,E00019980,0,0,0,0,0,1
00BEGP0005,E00020144,0,0,0,0,0,0
00BEGP0023,E00020162,0,0,0,0,0,0
00BEGM0033,E00020085,0,0,0,0,0,0
00BEGP0020,E00020159,0,0,0,0,0,0
00BGFY0038,E00021255,0,0,0,0,0,0
00BEGM0032,E00020084,0,0,0,0,0,0
00BEGP0003,E00020142,0,0,0,0,0,0
00BEGP0018,E00020157,0,0,0,0,0,0
00BEGP0019,E00020158,0,0,0,0,0,0
00BGFY0031,E00021248,0,0,0,0,0,0
00BEGM0030,E00020082,0,0,0,0,0,0
00BEGP0002,E00020141,0,0,0,0,0,0
00BEGP0016,E00020155,0,0,0,0,0,0
00BGFY0035,E00021252,0,0,0,0,0,0
00BEGP0017,E00020156,0,0,0,0,0,0
00AZGR0005,E00016679,0,0,0,0,0,0
00BEGQ0011,E00020186,0,0,0,0,0,0
00BEGM0017,E00020069,0,0,0,0,0,0
00BEGQ0004,E00020179,0,0,0,0,0,0
00BEGM0028,E00020080,0,0,0,0,0,0
00BEGM0018,E00020070,0,0,0,0,0,0
00BEGM0021,E00020073,0,0,0,0,0,0
00BEGQ0010,E00020185,0,0,0,0,0,0
00BEGM0014,E00020066,0,0,0,0,0,0
00BEGQ0034,E00020209,0,0,0,0,0,0
00BEGM0013,E00020065,0,0,0,0,0,0
00BEGM0029,E00020081,0,0,0,0,0,0
00BEGM0016,E00020068,0,0,0,0,0,0
00BEGM0023,E00020075,0,0,0,0,0,0
00BEGM0025,E00020077,0,0,0,0,0,0
00BEGM0003,E00020055,0,0,0,0,0,0
00BEGP0014,E00020153,0,0,0,0,0,0
00BEGP0015,E00020154,0,0,0,0,0,0
00BEGM0027,E00020079,0,0,0,0,0,0
00BEGP0012,E00020151,0,0,0,0,0,0
00BEGM0002,E00020054,0,0,0,0,0,0
00BEGM0022,E00020074,0,0,0,0,0,0
00BEGM0024,E00020076,0,0,0,0,0,0
00BEGM0026,E00020078,0,0,0,0,0,0
00BEGR0026,E00020235,0,0,0,0,0,0
00BEGR0037,E00020246,0,0,0,0,0,0
00BEGP0013,E00020152,0,0,0,0,0,0
00AZGW0034,E00016912,0,0,0,0,0,0
00AZGH0025,E00016324,0,0,0,0,0,0
00AZGW0031,E00016909,0,0,0,0,0,0
00AZGN0002,E00016543,0,0,0,0,0,0
00BEGP0011,E00020150,0,0,0,0,0,0
00AZGW0030,E00016908,0,0,0,0,0,0
00AZGW0032,E00016910,0,0,0,0,0,0
00BGFY0037,E00021254,0,0,0,0,0,0
00AZGW0029,E00016907,0,0,0,0,0,0
00AZGN0039,E00016580,0,0,0,0,0,0
00AZGN0004,E00016545,0,0,0,0,0,0
00AZGN0038,E00016579,0,0,0,0,0,0
00AZGN0040,E00016581,0,0,0,0,0,0
00AZGN0029,E00016570,0,0,0,0,0,0
00AZGN0035,E00016576,0,0,0,0,0,0
00AZGN0036,E00016577,0,0,0,0,0,0
00AZGN0037,E00016578,0,0,0,0,0,0
00BEGP0001,E00020140,0,0,0,0,0,0
00BEGP0035,E00020174,0,0,0,0,0,0
00BEGP0004,E00020143,0,0,0,0,0,0
00BEGP0030,E00020169,0,0,0,0,0,0
00BEGP0032,E00020171,0,0,0,0,0,0
00AZGW0003,E00016881,0,0,0,0,0,0
00AZGW0001,E00016879,0,0,0,0,0,0
00AZGR0010,E00016684,0,0,0,0,0,0
00AZGR0020,E00016694,0,0,0,0,0,0
00AZGW0026,E00016904,0,0,0,0,0,0
00AZGW0020,E00016898,0,0,0,0,0,0
00BEGP0010,E00020149,0,0,0,0,0,0
00AZGW0023,E00016901,0,0,0,0,0,0
00AZGF0022,E00016230,0,0,0,0,0,0
00AZGW0002,E00016880,0,0,0,0,0,0
00AZGW0006,E00016884,0,0,0,0,0,0
00AZGW0024,E00016902,0,0,0,0,0,0
00AZGN0032,E00016573,0,0,0,0,0,0
00AZGW0025,E00016903,0,0,0,0,0,0
00AZGW0009,E00016887,0,0,0,0,0,0
00AZGW0021,E00016899,0,0,0,0,0,0
00AZGF0023,E00016231,0,0,0,0,0,0
00AZGN0041,E00016582,0,0,0,0,0,0
00BGGH0028,E00021585,0,0,0,0,0,0
00AZGW0022,E00016900,0,0,0,0,0,0
00AZGW0027,E00016905,0,0,0,0,0,0
00AZGW0007,E00016885,0,0,0,0,0,0
00AZGN0034,E00016575,0,0,0,0,0,0
00AZGW0011,E00016889,0,0,0,0,0,0
00AZGW0012,E00016890,0,0,0,0,0,0
00AZGW0015,E00016893,0,0,0,0,0,0
00BGGH0018,E00021575,0,0,0,0,0,0
00AZGW0018,E00016896,0,0,0,0,0,0
00AZGW0019,E00016897,0,0,0,0,0,0
00AZGW0005,E00016883,0,0,0,0,0,0
00AZGF0045,E00016253,0,0,0,0,0,0
00AZGN0026,E00016567,0,0,0,0,0,0
00AZGW0010,E00016888,0,0,0,0,0,0
00AZGF0006,E00016214,0,0,0,0,0,0
00AZGW0013,E00016891,0,0,0,0,0,0
00AZGW0014,E00016892,0,0,0,0,0,0
00AZGW0016,E00016894,0,0,0,0,0,0
00BGGH0019,E00021576,0,0,0,0,0,0
00AZGF0007,E00016215,0,0,0,0,0,0
00AZGW0008,E00016886,0,0,0,0,0,0
00AZGF0017,E00016225,0,0,0,0,0,0
00AEHE0013,E00003052,0,0,0,0,0,0
00AZGN0017,E00016558,0,0,0,0,0,0
00AZGW0049,E00016927,0,0,0,0,0,0
00AZGN0027,E00016568,0,0,0,0,0,0
00AZGF0016,E00016224,0,0,0,0,0,0
00AZGF0018,E00016226,0,0,0,0,0,0
00AZGF0019,E00016227,0,0,0,0,0,0
00AZGF0039,E00016247,0,0,0,0,0,0
00AZGF0020,E00016228,0,0,0,0,0,0
00AZGW0046,E00016924,0,0,0,0,0,0
00AZGR0041,E00016715,0,0,0,0,0,0
00AZGF0024,E00016232,0,0,0,0,0,0
00AZGN0031,E00016572,0,0,0,0,0,0
00AZGN0030,E00016571,0,0,0,0,0,0
00AZGN0028,E00016569,0,0,0,0,0,0
00AZGN0024,E00016565,0,0,0,0,0,0
00AZGN0025,E00016566,0,0,0,0,0,0
00AZGN0023,E00016564,0,0,0,0,0,0
00BGGE0029,E00021467,0,0,0,0,0,0
00AZGF0009,E00016217,0,0,0,0,0,0
00AZGF0008,E00016216,0,0,0,0,0,0
00AZGF0010,E00016218,0,0,0,0,0,0
00AZGR0051,E00016725,0,0,0,0,0,0
00AZGF0013,E00016221,0,0,0,0,0,0
00AZGR0039,E00016713,0,0,0,0,0,0
00AZGF0015,E00016223,0,0,0,0,0,0
00AZGF0047,E00016255,0,0,0,0,0,0
00AZGF0040,E00016248,0,0,0,0,0,0
00AZGF0044,E00016252,0,0,0,0,0,0
00AZGF0046,E00016254,0,0,0,0,0,0
00AZGF0011,E00016219,0,0,0,0,0,0
00AZGN0019,E00016560,0,0,0,0,0,0
00AZGN0020,E00016561,0,0,0,0,0,0
00AZGN0021,E00016562,0,0,0,0,0,0
00AZGN0018,E00016559,0,0,0,0,0,0
00AZGR0001,E00016675,0,0,0,0,0,0
00AZGF0041,E00016249,0,0,0,0,0,0
00AZGF0043,E00016251,0,0,0,0,0,0
00AZGW0048,E00016926,0,0,0,0,0,0
00AZGW0004,E00016882,0,0,0,0,0,0
00AZGW0044,E00016922,0,0,0,0,0,0
00AZGW0045,E00016923,0,0,0,0,0,0
00AZGW0047,E00016925,0,0,0,0,0,0
00AZGR0023,E00016697,0,0,0,0,0,0
00AZGR0003,E00016677,0,0,0,0,0,0
00AZGK0021,E00016415,0,0,0,0,0,0
00AZGR0002,E00016676,0,0,0,0,0,0
00AZGW0040,E00016918,0,0,0,0,0,0
00AZGW0037,E00016915,0,0,0,0,0,0
00AZGR0034,E00016708,0,0,0,0,0,0
00AZGF0005,E00016213,0,0,0,0,0,0
00AZGR0040,E00016714,0,0,0,0,0,0
00AZGR0032,E00016706,0,0,0,0,0,0
00AZGW0041,E00016919,0,0,0,0,0,0
00BEGK0017,E00019982,0,0,0,0,0,1
00AZGF0026,E00016234,0,0,0,0,0,0
00AZGF0003,E00016211,0,0,0,0,0,0
00AZGF0029,E00016237,0,0,0,0,0,0
00AZGW0039,E00016917,0,0,0,0,0,0
00AZGG0009,E00016264,0,0,0,0,0,0
00AZGR0038,E00016712,0,0,0,0,0,0
00AZGF0036,E00016244,0,0,0,0,0,0
00AZGR0030,E00016704,0,0,0,0,0,0
00AZGR0015,E00016689,0,0,0,0,0,0
00AZGR0019,E00016693,0,0,0,0,0,0
00AZGK0027,E00016421,0,0,0,0,0,0
00AZGR0018,E00016692,0,0,0,0,0,0
00AZGR0026,E00016700,0,0,0,0,0,0
00AZGR0027,E00016701,0,0,0,0,0,0
00AZGR0035,E00016709,0,0,0,0,0,0
00AZGR0006,E00016680,0,0,0,0,0,0
00AZGR0011,E00016685,0,0,0,0,0,0
00AZGR0016,E00016690,0,0,0,0,0,0
00AZGR0017,E00016691,0,0,0,0,0,0
00AZGG0019,E00016274,0,0,0,0,0,0
00AZGR0053,E00016727,0,0,0,0,0,0
00AZGR0036,E00016710,0,0,0,0,0,0
00AZGR0004,E00016678,0,0,0,0,0,0
00AZGR0052,E00016726,0,0,0,0,0,0
00AZGR0037,E00016711,0,0,0,0,0,0
00AZGF0034,E00016242,0,0,0,0,0,0
00AZGF0028,E00016236,0,0,0,0,0,0
00AZGF0001,E00016209,0,0,0,0,0,0
00AZGF0038,E00016246,0,0,0,0,0,0
00BEGL0025,E00020032,0,1,0,1,0,1
00AZGF0027,E00016235,0,0,0,0,0,0
00AZGF0037,E00016245,0,0,0,0,0,0
00AZGF0030,E00016238,0,0,0,0,0,0
00AZGF0002,E00016210,0,0,0,0,0,0
00AZGF0031,E00016239,0,0,0,0,0,0
00BEGK0001,E00019966,0,0,0,0,0,1
00AZGF0033,E00016241,0,0,0,0,0,0
00AZGF0035,E00016243,0,0,0,0,0,0
00AZGF0004,E00016212,0,0,0,0,0,0
00AZGF0032,E00016240,0,0,0,0,0,0
00AZGK0022,E00016416,0,0,0,0,0,0
00ALGY0038,E00008184,0,0,0,0,0,0
00AZGK0026,E00016420,0,0,0,0,0,0
00ALGY0041,E00008187,0,0,0,0,0,0
00AZGK0008,E00016402,0,0,0,0,0,0
00AZGR0025,E00016699,0,0,0,0,0,0
00AZGR0033,E00016707,0,0,0,0,0,0
00BEGU0025,E00020357,0,0,0,0,0,0
00AZGR0008,E00016682,0,0,0,0,0,0
00AZGR0012,E00016686,0,0,0,0,0,0
00AZGR0031,E00016705,0,0,0,0,0,0
00AZGR0021,E00016695,0,0,0,0,0,0
00AZGK0002,E00016396,0,0,0,0,0,0
00AZGK0036,E00016430,0,0,0,0,0,0
00AZGR0014,E00016688,0,0,0,0,0,0
00AZGR0028,E00016702,0,0,0,0,0,0
00AZGR0024,E00016698,0,0,0,0,0,0
00AZGR0029,E00016703,0,0,0,0,0,0
00BEGL0024,E00020031,0,1,0,1,0,1
00AZGR0007,E00016681,0,0,0,0,0,0
00AZGR0022,E00016696,0,0,0,0,0,0
00AZGK0035,E00016429,0,0,0,0,0,0
00BGGG0024,E00021533,0,0,0,0,0,0
00BEGL0033,E00020040,0,0,1,0,1,0
00AZGG0017,E00016272,0,0,0,0,0,0
00AZGG0013,E00016268,0,0,0,0,0,0
00AZGG0014,E00016269,0,0,0,0,0,0
00AZGG0016,E00016271,0,0,0,0,0,0
00AZGX0020,E00016947,0,0,0,0,0,0
00AZGX0021,E00016948,0,0,0,0,0,0
00AZGX0022,E00016949,0,0,0,0,0,0
00AZGX0025,E00016952,0,0,0,0,0,0
00AZGX0026,E00016953,0,0,0,0,0,0
00AZGG0015,E00016270,0,0,0,0,0,0
00AZGG0012,E00016267,0,0,0,0,0,0
00AZGG0036,E00016291,0,0,0,0,0,0
00AZGX0019,E00016946,0,0,0,0,0,0
00AZGX0018,E00016945,0,0,0,0,0,0
00AZGG0040,E00016295,0,0,0,0,0,0
00AZGT0015,E00016792,0,0,0,0,0,0
00AZGG0039,E00016294,0,0,0,0,0,0
00AZGG0002,E00016257,0,0,0,0,0,0
00BEGK0005,E00019970,0,0,0,0,0,0
00AZGG0008,E00016263,0,0,0,0,0,0
00AZGG0027,E00016282,0,0,0,0,0,0
00AZGT0001,E00016778,0,0,0,0,0,0
00BBGD0034,E00017714,0,0,0,0,0,0
00AZGT0019,E00016796,0,0,0,0,0,0
00AZGT0027,E00016804,0,0,0,0,0,0
00AZGG0035,E00016290,0,0,0,0,0,0
00AZGT0028,E00016805,0,0,0,0,0,0
00AZGT0014,E00016791,0,0,0,0,0,0
00AZGT0034,E00016811,0,0,0,0,0,0
00BBGD0037,E00017717,0,0,0,0,0,0
00AZGQ0028,E00016654,0,0,0,0,0,0
00AZGQ0002,E00016628,0,0,0,0,0,0
00AZGQ0032,E00016658,0,0,0,0,0,0
00AZGG0037,E00016292,0,0,0,0,0,0
00AZGT0043,E00016820,0,0,0,0,0,0
00AZGT0046,E00016823,0,0,0,0,0,0
00AZGG0033,E00016288,0,0,0,0,0,0
00AZGG0023,E00016278,0,0,0,0,0,0
00AZGG0038,E00016293,0,0,0,0,0,0
00AZGG0007,E00016262,0,0,0,0,0,0
00AZGG0034,E00016289,0,0,0,0,0,0
00BBGE0028,E00017749,0,0,0,0,0,0
00AZGG0006,E00016261,0,0,0,0,0,0
00AZGG0011,E00016266,0,0,0,0,0,0
00AZGG0005,E00016260,0,0,0,0,0,0
00AZGG0003,E00016258,0,0,0,0,0,0
00AZGG0004,E00016259,0,0,0,0,0,0
00AZGG0044,E00016299,0,0,0,0,0,0
00AZGT0004,E00016781,0,0,0,0,0,0
00AZGT0024,E00016801,0,0,0,0,0,0
00AZGT0026,E00016803,0,0,0,0,0,0
00AZGT0031,E00016808,0,0,0,0,0,0
00AZGT0017,E00016794,0,0,0,0,0,0
00AZGT0016,E00016793,0,0,0,0,0,0
00AZGQ0042,E00016668,0,0,0,0,0,0
00AZGT0029,E00016806,0,0,0,0,0,0
00AZGT0022,E00016799,0,0,0,0,0,0
00AZGT0023,E00016800,0,0,0,0,0,0
00AZGT0011,E00016788,0,0,0,0,0,0
00AZGG0020,E00016275,0,0,0,0,0,0
00AZGQ0046,E00016672,0,0,0,0,0,0
00AZGG0024,E00016279,0,0,0,0,0,0
00AZGG0032,E00016287,0,0,0,0,0,0
00AZGG0025,E00016280,0,0,0,0,0,0
00AZGQ0044,E00016670,0,0,0,0,0,0
00BEGK0008,E00019973,0,0,0,0,0,1
00AZGG0026,E00016281,0,0,0,0,0,0
00AZGG0028,E00016283,0,0,0,0,0,0
00BEGK0025,E00019990,0,0,0,0,0,0
00AZGQ0045,E00016671,0,0,0,0,0,0
00AZGG0001,E00016256,0,0,0,0,0,0
00AZGG0041,E00016296,0,0,0,0,0,0
00AZGG0029,E00016284,0,0,0,0,0,0
00AZGG0030,E00016285,0,0,0,0,0,0
00AZGX0017,E00016944,0,0,0,0,0,0
00BEGJ0011,E00019933,0,0,0,0,0,0
00AZGX0015,E00016942,0,0,0,0,0,0
00AZGG0042,E00016297,0,0,0,0,0,0
00AZGM0003,E00016495,0,0,0,0,0,0
00AZGM0019,E00016511,0,0,0,0,0,0
00AZGM0007,E00016499,0,0,0,0,0,0
00AZGX0014,E00016941,0,0,0,0,0,0
00AZGE0016,E00016174,0,0,0,0,0,0
00AZGG0022,E00016277,0,0,0,0,0,0
00AZGQ0047,E00016673,0,0,0,0,0,0
00AZGG0021,E00016276,0,0,0,0,0,0
00AZGX0013,E00016940,0,0,0,0,0,0
00AZGE0008,E00016166,0,0,0,0,0,0
00AZGX0016,E00016943,0,0,0,0,0,0
00AZGQ0041,E00016667,0,0,0,0,0,0
00AZGP0036,E00016619,0,0,0,0,0,0
00AZGP0037,E00016620,0,0,0,0,0,0
00AZGP0039,E00016622,0,0,0,0,0,0
00AZGM0015,E00016507,0,0,0,0,0,0
00AZGM0009,E00016501,0,0,0,0,0,0
00AZGM0048,E00016540,0,0,0,0,0,0
00AZGM0001,E00016493,0,0,0,0,0,0
00AZGM0010,E00016502,0,0,0,0,0,0
00AZGM0011,E00016503,0,0,0,0,0,0
00AZGP0035,E00016618,0,0,0,0,0,0
00AZGP0038,E00016621,0,0,0,0,0,0
00AZGT0041,E00016818,0,0,0,0,0,0
00AZGQ0027,E00016653,0,0,0,0,0,0
00AZGT0036,E00016813,0,0,0,0,0,0
00AZGT0042,E00016819,0,0,0,0,0,0
00AZGQ0031,E00016657,0,0,0,0,0,0
00AZGQ0036,E00016662,0,0,0,0,0,0
00AZGQ0005,E00016631,0,0,0,0,0,0
00AZGT0038,E00016815,0,0,0,0,0,0
00AZGQ0024,E00016650,0,0,0,0,0,0
00AZGQ0034,E00016660,0,0,0,0,0,0
00BEGU0028,E00020360,0,0,0,0,0,0
00AZGQ0033,E00016659,0,0,0,0,0,0
00AZGT0037,E00016814,0,0,0,0,0,0
00AZGQ0037,E00016663,0,0,0,0,0,0
00AZGQ0039,E00016665,0,0,0,0,0,0
00AZGQ0029,E00016655,0,0,0,0,0,0
00AZGQ0006,E00016632,0,0,0,0,0,0
00AZGQ0038,E00016664,0,0,0,0,0,0
00AZGQ0030,E00016656,0,0,0,0,0,0
00AZGQ0035,E00016661,0,0,0,0,0,0
00AZGQ0004,E00016630,0,0,0,0,0,0
00ALGQ0016,E00007854,0,0,0,0,0,0
00AZGQ0040,E00016666,0,0,0,0,0,0
00AZGQ0043,E00016669,0,0,0,0,0,0
00AZGP0025,E00016608,0,0,0,0,0,0
00AZGQ0003,E00016629,0,0,0,0,0,0
00BEGJ0008,E00019930,0,0,0,0,0,1
00AZGQ0018,E00016644,0,0,0,0,0,0
00ALGW0015,E00008073,0,0,0,0,0,0
00AZGQ0020,E00016646,0,0,0,0,0,0
00AZGQ0026,E00016652,0,0,0,0,0,0
00ALGW0023,E00008081,0,0,0,0,0,0
